jobName,tags,area,workYear,degree,companyName,companyType,companySize,logo,min_salary,max_salary
Java开发工程师,"java,软件开发,软件工程师,餐饮补贴,绩效奖金,年终奖金,弹性工作,定期体检,社保",湖南省常德,3-4年,大专,湖南银天信息科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4864/4863131/4863131_300.jpg?637493397688329123,6000,10000
Java开发工程师,"java,数据库,spring,五险一金,员工旅游,专业培训,绩效奖金,年终奖金,弹性工作,定期体检",湖南省衡阳,3-4年,本科,湖南建研信息技术股份有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5000,9000
Java工程师,"java,mysql,html,git,web前端开发,员工旅游,五险一金",湖南省株洲天元区,3-4年,大专,广州众志诚信息科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5135/5134309/5134309_300.png?636681489676299585,7000,14000
中/高级Hadoop开发工程师-13170,"补充医疗保险,定期体检,七险一金,带薪年假,带薪病假,免费健身",湖南省株洲石峰区,5-7年,大专,瞬联软件科技（北京）有限公司 CIeNET Technologies,外资（欧美）,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/112/111126/21717556518258975576_300.jpeg?1656915352707,13000,18000
软件工程师,"IT,java,linux,c++,软件工程师,五险一金,员工旅游,年终奖金,股票期权,定期体检,提供住宿,包吃,朝九晚五双休,发展空间大,过节物资",湖南省株洲天元区,2年,本科,株洲嘉成科技发展股份有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7131/7130207/114017677353734634004_300.png?1666147585403,10000,20000
开发工程师,".net,c#,五险一金,通讯补贴,餐饮补贴,绩效奖金,年终奖金,员工子女福利,父母福利,包自助式用餐,公寓式住宿",湖南省益阳,3-4年,大专,湖南艾华集团股份有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2982/2981592/2981592_120.gif?636344401616952773,5000,10000
大数据架构师,"java,数据分析,sql,金融,电子商务,大数据,hadoop,编程语言,etl,数据仓库,带薪年假,购五险,包吃包住,定期体检,通讯补贴,孝心基金,年终奖金",湖南省湘潭,5-7年,本科,湖南伍子醉实业集团有限公司,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/3/2872/2871335/375993871342731456321_300.png?1692344920995,15000,20000
软件开发,"软件开发,五险,绩效奖金,专业培训",湖南省岳阳,1年,大专,湖南中智诚联合会计师事务所（普通合伙）,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,5000,7000
数据实施工程师（工作地点：岳阳）,"五险一金,餐饮补贴,绩效奖金,带薪年假,活动经费,周末双休",湖南省岳阳,2年,大专,京信数据科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3841/3840758/3840758_300.png?637197131686644184,5000,7000
交换机软件工程师,"数据库,java,linux",湖南省株洲天元区,3-4年,大专,广州众志诚信息科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5135/5134309/5134309_300.png?636681489676299585,15000,25000
中/高级VBA开发工程师-14766,"office,项目开发,技术开发,wps,vba,财务合并,预算管理,python,补充医疗保险,定期体检,七险一金,带薪年假,带薪病假,免费健身",湖南省株洲石峰区,5-7年,大专,瞬联软件科技（北京）有限公司 CIeNET Technologies,外资（欧美）,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/112/111126/21717556518258975576_300.jpeg?1656915352707,8000,13000
开发工程师（500强上市企业）,"年终奖金,五险一金",湖南省衡阳,5-7年,本科,天津市特变电工变压器有限公司,民营,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,10000,16000
Android开发工程师-14681,"java,编程,研发,设计模式,android,多线程,http,socket,蓝牙,网络通信,补充医疗保险,定期体检,七险一金,带薪年假,带薪病假,免费健身",湖南省株洲石峰区,3-4年,本科,瞬联软件科技（北京）有限公司 CIeNET Technologies,外资（欧美）,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/112/111126/21717556518258975576_300.jpeg?1656915352707,8000,13000
数据工程师,"java,数据分析,sql,金融,电子商务,大数据,hadoop,编程语言,etl,数据仓库,带薪年假,购五险,包吃包住,定期体检,通讯补贴,孝心基金,年终奖金",湖南省湘潭,3-4年,本科,湖南伍子醉实业集团有限公司,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/3/2872/2871335/375993871342731456321_300.png?1692344920995,10000,15000
Android/安卓开发工程师,"java,app,设计模式,android,多线程,组件化开发,flutter,kotlin,reactnative,五险,年终奖金,专业培训",湖南省衡阳,3-4年,本科,湖南建研信息技术股份有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,12000
嵌入式软件工程师（储能）,"计算机,java,电子,linux,测试,c++,软件开发,操作系统,编程语言,用户手册,交通补贴,专业培训,弹性工作,带薪年假,五险,交通补贴,专业培训,弹性工作,带薪年假,五险,包吃包住",广东省东莞大岭山镇,3-4年,大专,湖南京能新能源科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5653/5652383/122608183090545612742_300.png?1667895766658,20000,30000
少儿编程老师,"员工旅游,餐饮补贴,年终奖金,绩效奖金,五险,股权激励,节日福利,员工旅游,餐饮补贴,年终奖金,绩效奖金,五险,股权激励,节日福利",湖南省岳阳,0年,本科,湖南智乐机器人科技有限公司,已上市,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3942/3941989/3941989_300.jpg?637421777421338616,5000,10000
计算机教师（中职升本班）,"计算机,教学,电子信息,软件工程,课程设计,计算机应用,教师资格证,java,c++,photoshop,专业培训,绩效奖金,年终奖金,定期体检,弹性工作,五险一金",湖南省郴州,5-7年,大专,上海交大教育（集团）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_edu.png,7000,12000
嵌入式软件工程师（逆变器）,"节日福利,绩效奖金,六险一金,班车,食堂,项目奖金,双休",湖南省湘潭,3-4年,本科,威胜能源技术股份有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7828/7827621/284037990824905932226_300.png?1684037711396,12500,20000
软件实施工程师,"计算机,mysql,oracle,linux,sql,功能测试,网络,shell,docker,devops,绩效奖金,年终奖金,弹性工作,社保",湖南省常德,1年,大专,湖南银天信息科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4864/4863131/4863131_300.jpg?637493397688329123,4000,5000
中高级Java开发工程师,"五险一金,年终奖金,周末双休,绩效奖金,股票期权,通讯补贴",湖南省郴州,3-4年,大专,湖南元果信息技术有限责任公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3951/3950202/3950202_120.gif?636071935338174599,8000,15000
应用开发工程师/Java开发工程师-J514552,Java,湖南省益阳,1年,大专,湖南宽道智能科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7647/7646685/232813375358547188502_300.png?1677729734708,7000,14000
应用开发经理/主管-J342451,软件架构师,湖南省益阳,5-7年,本科,湖南宽道智能科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7647/7646685/232813375358547188502_300.png?1677729734708,8000,16000
建筑暖通工程师,"培训,机械,档案管理,维护,编程语言,故障处理,暖通空调,自动化控制,维护计划,补充医疗保险,专业培训,餐饮补贴,绩效奖金,定期体检,专项奖励",湖南省株洲茶陵县,5-7年,大专,湖南亿润新材料科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_rawmaterial.png,4333,8667
应用开发-益阳分公司,"年终奖金,五险一金",湖南省益阳,0年,本科,金蝶软件（中国）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,4000,8000
机器人老师,"教师,机器人,机器人教师,程序员,计算机,理工科,编程,培训讲师,电子信息工程,自动化,员工旅游,专业培训,绩效奖金,年终奖金,五险,股权激励,交通补贴,带薪年假,员工旅游,专业培训,绩效奖金,年终奖金,五险,股权激励,双休,交通补贴,车补餐补,带薪年假",湖南省岳阳,0年,本科,湖南智乐机器人科技有限公司,已上市,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3942/3941989/3941989_300.jpg?637421777421338616,5000,8000
软件开发岗,"年终奖金,五险一金",湖南省株洲,0年,本科,深圳市中燃科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,5000,10000
java开发工程师（工作地点：昆山）（常德）,"计算机,java,oracle,数据库,五险一金,员工旅游,专业培训,弹性工作,补充医疗保险,定期体检,绩效奖金,年终奖金,餐饮补贴",江苏省苏州,0年,本科,海隆软件（昆山）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6500,8667
java开发工程师（工作地点：昆山）（株洲）,"五险一金,员工旅游,专业培训,弹性工作,出国机会,补充医疗保险,定期体检,绩效奖金,年终奖金,餐饮补贴",江苏省苏州,0年,本科,海隆软件（昆山）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6500,8667
系统研发工程师（湖南省）,"年终奖金,五险一金",湖南省湖南省,0年,本科,许昌智能继电器股份有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,5000,9000
硕士研究生——电气智能化系统研发工程师,"电气,研发,智能化,自动化,算法,plc",湖南省湘潭,0年,硕士,珠海万力达电气自动化有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,15000,20000
初级程序员岗（工作地点：昆山）（衡阳）,"计算机,java,oracle,sql,数据库,五险一金,补充医疗保险,弹性工作,绩效奖金,年终奖金,定期体检",江苏省苏州,0年,大专,海隆软件（昆山）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6500,8667
初级程序员岗（工作地点：昆山）（株洲）,"计算机,java,oracle,sql,数据库,五险一金,补充医疗保险,绩效奖金,弹性工作,年终奖金,定期体检",江苏省苏州,0年,大专,海隆软件（昆山）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6500,8667
2024届高级软件开发储备 工作地点：南京（湘潭）,"年终奖金,五险一金",江苏省南京鼓楼区,0年,本科,江苏海隆软件技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,8000
MES实施工程师,"五险一金,餐饮补贴,绩效奖金,专业培训",湖南省衡阳,2年,大专,上海创洁科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4169/4168469/4168469_120.gif?636177589980689038,6000,10000
大数据开发工程师,"计算机,大数据,架构设计,数据挖掘,五险一金,交通补贴,员工旅游,绩效奖金",湖南省长沙岳麓区桐梓坡,0年,大专,长沙豹朴科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4000,5000
软件开发工程师 对日方向,"软件,java,专业培训,周末双休,日语培训,五险一金,员工旅游,交通补贴,餐饮补贴,出国机会,绩效奖金,定期体检",陕西省西安高新技术产业开发区,0年,大专,西安未都网络科技有限公司,外资（非欧美）,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4144/4143653/4143653_120.gif?636336603809081276,4000,6000
软件工程师,"电子,医疗器械,vue,sqlserver,c++,html5,windows,c#,react,云平台,五险一金,补充医疗保险,定期体检,周末双休,高温补贴",陕西省咸阳,5-7年,本科,西诺医疗器械集团有限公司,民营,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_medicalequipment.png,12000,20000
后段开发工程师,"年终奖金,五险一金",陕西省咸阳秦都区,3-4年,本科,陕西海澳特环保科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3677/3676627/400268137447510636634_300.png?1694770429133,8000,15000
系统研发工程师（陕西省）,"年终奖金,五险一金",陕西省陕西省,0年,本科,许昌智能继电器股份有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,5000,9000
企业信息化类,"年终奖金,五险一金",陕西省延安,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省安康,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省铜川,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省榆林,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省商洛,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省渭南,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省咸阳,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省宝鸡,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
企业信息化类,"年终奖金,五险一金",陕西省汉中,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）（安康）,"年终奖金,五险一金",陕西省安康,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）（商洛）,"年终奖金,五险一金",陕西省商洛,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）,"年终奖金,五险一金",陕西省宝鸡,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）,"年终奖金,五险一金",陕西省汉中,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）,"年终奖金,五险一金",陕西省咸阳,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）,"年终奖金,五险一金",陕西省渭南,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）（铜川）,"年终奖金,五险一金",陕西省铜川,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）（延安）,"年终奖金,五险一金",陕西省延安,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
IT支撑（定向县）（榆林）,"年终奖金,五险一金",陕西省榆林,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（咸阳）,"年终奖金,五险一金",陕西省咸阳,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（宝鸡）,"年终奖金,五险一金",陕西省宝鸡,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（延安）,"年终奖金,五险一金",陕西省延安,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（铜川）,"年终奖金,五险一金",陕西省铜川,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广,"年终奖金,五险一金",陕西省安康,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（渭南）,"年终奖金,五险一金",陕西省渭南,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（商洛）,"年终奖金,五险一金",陕西省商洛,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（汉中）,"年终奖金,五险一金",陕西省汉中,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
新业务支撑及市场推广（榆林）,"年终奖金,五险一金",陕西省榆林,0年,本科,中国电信股份有限公司陕西分公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
程序员,"java,javascript,测试,设计,交通补贴,免费班车,定期体检,专业培训,五险一金,补充医疗保险,补充公积金,餐饮补贴,员工旅游,弹性工作,交通补贴,免费班车,定期体检,专业培训,五险一金,补充医疗保险,补充公积金,餐饮补贴,员工旅游,弹性工作",广东省广州海珠区,1年,大专,北京网安通达科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,15000
软件开发工程师,"软件开发,五险一金,专业培训,定期体检,法定公休",山西省太原,1年,本科,银联商务股份有限公司山西分公司,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_finance.png,5000,6000
OA软件开发工程师（山西-太原）,"java,软件开发,javascript,OA,系统开发,web开发,oracle数据库,五险一金,免费班车,员工旅游,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,补充医疗保险",山西省太原,2年,大专,上海新昇半导体科技有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5226/5225855/5225855_300.png?636730470978992404,8000,15000
开发工程师,"五险一金,补充医疗保险,定期体检,员工旅游,绩效奖金,年终奖金,通讯补贴,专业培训,弹性工作",山西省太原,2年,本科,浙江兰德纵横网络技术股份有限公司,已上市,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5000,10000
C#开发工程师,"java,数据库,c++,c#,软件工程,操作系统,数据结构算法,应用软件,嵌入式软件,手机app,五险一金,餐饮补贴,通讯补贴,年终奖金,交通补贴",山西省太原小店区,1年,大专,北京中能瑞泰电气有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3768/3767453/3767453_120.gif?635805045807405610,4000,8000
系统工程师（软件）,"java,c++,设计模式,设计方案,编程语言,技术文档,开发工具,技术评估,产品开发流程,技术提升,餐饮补贴,年终奖金,定期体检,员工***公寓,项目专项奖金,双休,六险一金",山西省太原迎泽区,8-9年,本科,山西支点科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,14083,27083
软件测试工程师,"计算机,java,oracle,数据库,测试,测试用例,sql,通信,数据结构,测试环境,五险一金,定期体检,年终奖金",山西省太原小店区,2年,大专,深圳市壹平台信息技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,9000
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省长治,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
资深EAP软件工程师（山西-太原）,"EAP,需求收集,异常处理,c++,运维,java,oracle,五险一金,免费班车,员工旅游,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,补充医疗保险",山西省太原,5-7年,本科,上海新昇半导体科技有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5226/5225855/5225855_300.png?636730470978992404,10000,15000
测试经理,"计算机,测试,团队建设,五险一金,定期体检,年终奖金",山西省太原小店区,5-7年,大专,深圳市壹平台信息技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,15000
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省晋中,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
运营支持,"五险一金,补充医疗保险,补充公积金,专业培训,通讯补贴,餐饮补贴,绩效奖金,定期体检",山西省太原,0年,本科,中国移动通信有限公司在线营销服务中心,国企,10000人以上,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,4000,6000
MES软件工程师（山西-太原）,"五险一金,免费班车,员工旅游,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,补充医疗保险",山西省太原,3-4年,本科,上海新昇半导体科技有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5226/5225855/5225855_300.png?636730470978992404,8000,15000
项目主管,"计算机,项目管理计划,项目过程管理,大项目管理,项目,五险一金,免费班车,交通补贴,餐饮补贴,通讯补贴,年终奖金,定期体检",山西省太原晋源区,5-7年,本科,浙江浙大网新软件产业集团有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2607/2606785/2606785_120.gif?636301853295361300,14000,18000
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省朔州,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
应用开发-太原分公司,"年终奖金,五险一金",山西省太原,0年,本科,金蝶软件（中国）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,5000,9000
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省阳泉,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
系统研发工程师（山西省）,"年终奖金,五险一金",山西省山西省,0年,本科,许昌智能继电器股份有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,5000,9000
对日软件开发岗 （工作地点：昆山）,"计算机,java,oracle,五险一金,补充医疗保险,员工旅游,专业培训,弹性工作,定期体检,绩效奖金,餐饮补贴,年终奖金,五险一金,补充医疗保险,员工旅游,专业培训,弹性工作,定期体检,绩效奖金,餐饮补贴,年终奖金",江苏省苏州,0年,本科,海隆软件（昆山）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6500,8667
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省运城,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省大同,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省忻州,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
通信工程师,"计算机,通信工程,python,天线,java,射频,c++,linux,verilog,五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检,交通补贴,通讯补贴",山西省晋城,0年,本科,山西飞马数据科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7583,9750
程序员,"带薪年假,五险一金",黑龙江省牡丹江,2年,本科,牡丹江市国有资产投资控股有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6856/6855751/71666184510417033929_300.png?1661910295313,3000,6000
Web前端工程师,"javascript,css,js,app,小程序,jquery,git,html,web,Java,五险一金,补充医疗保险,补充公积金,通讯补贴,年终奖金,餐饮补贴,绩效奖金,定期体检,弹性工作,专业培训,五险一金,补充医疗保险,补充公积金,通讯补贴,年终奖金,餐饮补贴,绩效奖金,定期体检,弹性工作,专业培训",北京北京海淀区,1年,大专,点奇互联（北京）科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,15000
实施工程师,"linux,oracle数据库,k8s,实施文档,技术支持,升级维护,五险一金,员工旅游,通讯补贴,专业培训,绩效奖金,年终奖金",黑龙江省大庆,1年,大专,浙江卡易智慧医疗科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,5000,10000
系统研发工程师（黑龙江省）,"年终奖金,五险一金",黑龙江省黑龙江省,0年,本科,许昌智能继电器股份有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,5000,9000
