,index,jobName,tags,area,workYear,degree,companyName,companyType,companySize,logo,min_salary,max_salary
0,0,java中/高级开发工程师,"java,mysql,oracle,spring,springboot,商业保险,员工旅游,专业培训,年终奖金,绩效奖金,周末双休,员工生日,节日礼物,餐饮补贴",广东省广州黄埔区,3-4年,本科,中检赛辰技术服务有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3525/3524594/3524594_300.png?636863372847577669,8000,13000
1,1,开发经理,"spring,springboot,五险一金,补充医疗保险,餐饮补贴,通讯补贴,绩效奖金,年终奖金,弹性工作,定期体检,专业培训,员工旅游",浙江省绍兴柯桥区,8-9年,本科,中广有线信息网络有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5399/5398427/5398427_300.png?636874616669700651,15000,20000
2,2,Java后端开发工程师,"java,spring,springboot,五险一金,定期体检,年终奖金,餐饮补贴,单位直招,节日福利,周末双休,带薪年假",深圳深圳罗湖区地王,8-9年,本科,深圳市现代农业装备研究院,事业单位,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7051/7050351/7050351_300.jpg?637837991122249141,10000,15000
3,3,Java开发工程师,"java,spring,springboot,mybatis,五险一金,专业培训,绩效奖金,年终奖金,定期体检",湖北省襄阳樊城区,5-7年,大专,湖北统讯智能科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5891/5890767/5890767_300.png?637370660517466459,6000,8000
4,4,Java后端开发工程师,"java,数据库,spring,docker,springboot,五险一金,弹性工作,餐饮补贴",深圳深圳龙岗区,3-4年,大专,深圳市龙岗区千业信息咨询工作室,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_accounting.png,8000,10000
5,5,中高级Java开发工程师--驻点西安,"java,spring,mybatis,springboot,五险一金,员工旅游,绩效奖金,年终奖金,周末双休",深圳深圳光明区,3-4年,本科,广东中创智能制造系统有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,20000
6,6,中级后端软件开发工程师,"JAVA,spring,springMVC,springboot,带薪年假,五险一金,弹性工作,专业培训",湖北省武汉东湖新技术产业开发区,3-4年,本科,武汉数字建造产业技术研究院有限公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,8000,15000
7,7,高级Java工程师,"java,spring,springboot,jsp,周末双休,带薪年假,绩效奖金,节日福利,餐饮补贴,六险一金",北京北京海淀区,3-4年,本科,赛尔网络有限公司,国企,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,10833,21667
8,8,Java高级工程师,"java,springboot,spring,mybatis,springcloud,五险一金,年终奖金,定期体检,绩效奖金,双休,法定节假日,老板Nice",深圳深圳福田区,3-4年,大专,深圳市华迅捷供应链管理有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7338/7337729/43751182794671383360_300.png?1660008898572,20000,30000
9,9,java资深开发工程师,"java,spring,springboot,springmvc,springcloud,专业培训,单项工伤险",四川省成都锦江区春熙路,3-4年,本科,电信科学技术第五研究所有限公司,国企,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3314/3313825/3313825_300.jpg?637461291983234620,10833,16250
10,10,高级后端软件开发工程师,"JAVA,spring,springMVC,springboot,springcloud,带薪年假,五险一金,弹性工作,专业培训",湖北省武汉东湖新技术产业开发区,5-7年,本科,武汉数字建造产业技术研究院有限公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,12000,20000
11,11,Java开发工程师,"java,mysql,springboot,前端,spring,带薪年假,五险一金,交通补贴,专业培训,节日福利,定期体检",辽宁省大连,2年,大专,大连达利凯普科技股份公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3336/3335867/3335867_300.png?637350851131041451,8000,12000
12,12,系统规划师,"java,springboot,mybatis,spring,dubbo,五险一金,补充医疗保险,通讯补贴,专业培训,出国机会,年终奖金,弹性工作,定期体检,企业年金,免费食堂",湖北省武汉武昌区,5-7年,硕士,中交第二航务工程勘察设计院有限公司,国企,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_build.png,20833,29167
13,13,Java开发工程师,"java,数据库,spring,springboot,springcloud,五险一金,员工旅游,绩效奖金,年终奖金,定期体检,弹性工作,交通补贴,免费班车",上海上海浦东新区三林,3-4年,本科,51companytest,外资（欧美）,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2154/2153490/1649616888903_300.jpeg?1649616910685,16250,23833
14,14,对日Java开发工程师,"java,mysql,spring,springboot,sql,交通补贴,交通补贴",辽宁省大连甘井子区,5-7年,大专,大连超胜信息服务有限公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,15000,25000
15,15,Java 开发工程师（上海）,"java,go,php,spring,springboot,mysql,五险一金,五险一金",上海上海静安区,2年,本科,深圳东方大唐信息技术有限公司广州越秀分公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/9/8022/8021852/78717706068110324918_300.png?1693198505599,14000,18000
16,16,Java后端开发工程师,"erp,java,mysql,oracle,spring,php,springboot,定期体检,员工旅游,年终奖金,绩效奖金,大小周,全天音乐环境,零食任食,节日礼物",广东省佛山南海区,5-7年,本科,深圳拓腾电子商务有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6893/6892892/6892892_300.png?637804596972857152,10000,15000
17,17,初级Java开发工程师-成都分公司,"java,spring,linux,springboot,mybatis,springcloud,周末双休,五险一金,绩效奖金,餐饮补贴,通讯补贴",四川省成都,2年,本科,中数通信息有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/3/2411/6755865586679697704_300.png?1692082461157,6000,8000
18,18,科伦总部-JAVA开发经理(J11494),"java,spring,springcloud,springboot,springmvc,oracle,mysql,五险一金,定期体检,年终奖金,绩效奖金",四川省成都,5-7年,本科,四川科伦药业股份有限公司,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/3/2228/2227291/2227291_120.gif?635700458018899266,11667,23333
19,19,Java后端开发工程师(J11152),"java,redis缓存,springcloud,spring,springboot,周末双休,节日福利,专业培训,员工食堂,员工俱乐部,五险一金,年终奖金,定期体检",湖北省武汉武昌区,1年,本科,武汉启瑞科技发展有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3863/3862872/3862872_300.png?636803078163205957,6000,10000
20,20,中级Java开发工程师,"java,mysql,spring,springboot,sql编写",安徽省合肥滨湖新区,3-4年,本科,京北方信息技术股份有限公司武汉分公司,民营,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,12000,15000
21,21,中高级Java开发工程师,"mysql,spring,springboot,mybatis,springmvc,redis,git,五险一金,餐饮补贴,定期体检,周末双休,生日津贴",广东省广州黄埔区,3-4年,本科,广州健新科技有限责任公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6924/6923444/6923444_300.png?637806071905325857,11000,15000
22,22,Java初级开发工程师,"Spring,SpringMVC,Springboot,Mybatis,Oracle,五险一金,绩效奖金,专业培训,定期体检,餐饮补贴,交通补贴",广东省珠海,1年,大专,纬泓软件（珠海）有限公司,外资（非欧美）,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2594/2593656/2593656_120.gif?635767243549262182,6000,9000
23,23,报表开发工程师(J10640),"java,oracle,mysql,spring,springboot,mybatis,五险一金,餐饮补贴,定期体检,通讯补贴,绩效奖金,交通补贴,年终奖金,专业培训",江苏省无锡滨湖区,3-4年,本科,江苏卓胜微电子股份有限公司,合资,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/2/1478/1477132/1477132_300.jpg?636597538496204184,13000,16000
24,24,Java开发工程师-常州,"java,spring,springboot,redis,sql,mybatis,五险一金,通讯补贴,带薪年假,补充医疗保险,定期体检",江苏省常州天宁区,2年,本科,苏州广立信息技术有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5399/5398399/5398399_300.jpg?636985292892467167,8333,16667
25,25,Java后端开发工程师,"java,mysql,oracle,spring,springboot,mybatis,erp,php,定期体检,员工旅游,年终奖金,绩效奖金,大小周,全天音乐环境,零食任食,节日礼物,五险一金,加班有补贴",广东省佛山南海区,5-7年,本科,深圳拓腾电子商务有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6893/6892892/6892892_300.png?637804596972857152,10000,15000
26,26,java-济南(J11650),"java,mysql,oracle,springboot,mybatis,spring,五险一金,定期体检,交通补贴,餐饮补贴,出差补贴",山东省济南高新区,1年,本科,北京三维天地科技股份有限公司,已上市,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5436/5435250/5435250_300.png?637285911645478761,7000,10000
27,27,Java开发工程师,"java,springboot,mybatis,spring,kafka,mongodb,mysql,数据库,五险一金,定期体检,弹性工作",上海上海浦东新区,5-7年,本科,深圳数鉴科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,20000
28,28,Java开发工程师（非事业编制）,"springboot,mybatis,java,spring,多线程,五险一金,交通补贴,年终奖金,专业培训,通讯补贴,餐饮补贴,定期体检,13薪",浙江省杭州上城区,1年,硕士,中国电子口岸数据中心杭州分中心,事业单位,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_internet.png,10833,13000
29,29,IT技术总监,"spring,springboot,mybatis,java,dubbo,业务架构,五险一金,补充医疗保险,通讯补贴,专业培训,年终奖金,弹性工作,定期体检,企业年金,免费食堂",湖北省武汉武昌区,5-7年,硕士,中交第二航务工程勘察设计院有限公司,国企,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_build.png,20833,29167
30,30,java-武汉(J11650),"java,mysql,oracle,spring,springboot,mybatis,五险一金,定期体检,交通补贴,餐饮补贴,出差补贴",湖北省武汉,1年,本科,北京三维天地科技股份有限公司,已上市,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5436/5435250/5435250_300.png?637285911645478761,7000,10000
31,31,Java开发工程师-连云港,"java,ssm框架,spring,springboot,redis,mybatis,sql,五险一金,通讯补贴,带薪年假,补充医疗保险,定期体检",江苏省连云港海州区,2年,本科,苏州广立信息技术有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5399/5398399/5398399_300.jpg?636985292892467167,8333,12500
32,32,ERP工程师,"oracle,spring,jquery,springboot,mybatis,springmvc,ERP,五险一金,免费班车,年终奖金,定期体检,补充商业保险,绩效奖金,专业培训",湖北省武汉江夏区,5-7年,本科,湖北九峰山实验室,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_elect.png,16667,29167
33,33,Java软件工程师,"java,mysql,oracle,spring,jquery,linux,测试,springboot,mybatis,springmvc,五险一金,扁平化管理",上海上海浦东新区塘桥,3-4年,本科,上海鹏有信息科技有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7578/7577380/209239686749915698280_300.png?1675667563790,10000,20000
34,34,java-西安(J11650),"java,mysql,oracle,spring,springboot,mybatis,五险一金,定期体检,交通补贴,餐饮补贴,出差补贴",陕西省西安,1年,本科,北京三维天地科技股份有限公司,已上市,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5436/5435250/5435250_300.png?637285911645478761,7000,10000
35,35,Java开发工程师,"java,mysql,数据库,spring,测试,springboot,mybatis,redis,开发,springcloud,周末双休,五险一金,节日福利,绩效奖金,带薪年假,专业培训,餐饮补贴",广东省珠海香洲区,3-4年,本科,珠海安保集团有限公司,国企,5000-10000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3595/3594506/3594506_300.png?637769025652735581,12000,15000
36,36,Java,"java,mysql,oracle,spring,springboot,mybatis,springmvc,javascript,sql,springcloud,五险一金,绩效奖金",山西省太原迎泽区,5-7年,本科,北京宏鼎舟电子有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,20000
37,37,高级架构师,"计算机,java,mysql,spring,linux,springboot,mybatis,springmvc,需求分析,redis,五险一金,弹性工作",广东省东莞,5-7年,本科,东莞市寮步众齐防护用品经营部,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,35000
38,38,开发经理,"spring,springboot,五险一金,补充医疗保险,餐饮补贴,通讯补贴,绩效奖金,年终奖金,弹性工作,定期体检,专业培训,员工旅游",浙江省绍兴柯桥区,8-9年,本科,中广有线信息网络有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5399/5398427/5398427_300.png?636874616669700651,15000,20000
39,39,Java高级软件工程师,"java,mysql,spring,springboot,五险一金,定期体检,餐饮补贴,员工旅游,交通补贴,年终奖金,绩效奖金,弹性工作",云南省昆明西山区,5-7年,本科,云南边锋信息技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,16250,27083
40,40,中级Java工程师,"java,spring,SQL,jvm调优,前端vue框架,mysql,开发文档编写,sql,业务开发,springboot,五险一金,年终奖金,定期体检",福建省福州,3-4年,本科,国育产教融合教育科技（海南）有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7004/7003462/7003462_300.jpg?637823578981095069,13000,16250
41,41,MES JAVA 开发工程师,"java,mysql,oracle,spring,mes,vue,springboot,mybatis,周末双休,带薪年假,绩效奖金,全勤奖,节日福利,专业培训,加班补贴,五险一金",安徽省合肥奥体中心,3-4年,本科,安徽麦斯达软件有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5297/5296921/5296921_300.jpg?636784944965488961,11667,23333
42,42,Java开发工程师,"spring,springboot,vue,css,java,五险一金,周末双休",广东省珠海香洲区,5-7年,大专,珠海猎仁科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,14083,19500
43,43,Java开发工程师（重庆）,"linux,spring,springboot,javaee,mysql,sql,springmvc,mybatis,五险一金,专业培训,团建活动",重庆重庆,3-4年,大专,英赛孚工业智能科技（苏州）有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7788/7787399/26608613159885960757_300.png?1682242428644,12000,18000
44,44,Java开发工程师（银行项目）,"java,spring,jquery,linux,springboot,javascript,redis,sql,五险一金,绩效奖金,专业培训,定期体检,年终奖金,五险一金,绩效奖金,专业培训,定期体检,年终奖金",浙江省杭州滨江区,3-4年,本科,神州数码信息服务股份有限公司,已上市,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/3/2684/2683268/2683268_300.png?637625649163238352,13000,24916
45,45,研发部门经理,"java,spring,hibernate,springcloud,springboot,五险一金,补充医疗保险,通讯补贴,年终奖金,节日福利",深圳深圳龙岗区,5-7年,本科,深圳市鹏教科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7483/7482635/135086923243401021104_300.png?1667956047737,18000,28000
46,46,Java开发工程师,"java,spring,springboot,vue,前端,五险一金,绩效奖金,专业培训,年终奖金,定期团建",深圳深圳龙岗区,3-4年,大专,深圳市西邮智仓科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7814/7813219/287858574116822577575_300.png?1683529549751,12000,15000
47,47,软件工程师,"java,spring,springmvc,springboot,五险一金,免费班车,定期体检,年终奖金,5A级办公环境,节日福利,母亲节福利,专业培训,通讯补贴",江苏省连云港,2年,本科,日出东方控股股份有限公司,已上市,5000-10000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2971/2970186/2970186_300.jpg?637433881854910005,6000,12000
48,48,java后端工程师,"java,spring,springboot,redis,mybatis,springcloud,mq,物联网,五险一金,年终奖金,绩效奖金,专业培训,股票期权",四川省成都高新区,3-4年,本科,深圳市广联智通科技有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_imnetwork.png,16000,20000
49,49,Java高级开发工程师,"java,spring,springboot,ssm,vue,redis,mysql,ssh,sqlserver,react,五险一金,餐饮补贴,交通补贴,带薪年假",北京北京海淀区,3-4年,本科,北京云锁人工智能科技股份有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,25000,35000
50,50,Java（包餐+全额公积金）,"计算机,mysql,oracle,spring,springboot,mybatis,redis,springcloud,五险一金,专业培训,双休",广东省珠海香洲区,5-7年,本科,德科信息有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3133/3132608/44579122226280725435_300.png?1699322716396,16000,20000
51,51,Java高级开发工程师,"java,spring,springboot,高并发,后端,开发工程师,岗位晋升,通讯补贴,弹性工作,专业培训,社会保险,绩效奖金,补充医疗保险,五险一金",四川省成都武侯区,3-4年,本科,四川明亚智行信息科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,18000
52,52,高级软件工程师,"Java,前端,SQL,Spring,SpringBoot,五险一金,餐饮补贴,年终奖金,定期体检",上海上海杨浦区,3-4年,本科,上海达坦能源科技股份有限公司,合资,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_chemicalindustry.png,20000,25000
53,53,Java 开发工程师（上海）,"web,java,springboot,mysql,spring,五险一金,五险一金",上海上海静安区,2年,本科,深圳东方大唐信息技术有限公司广州越秀分公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/9/8022/8021852/78717706068110324918_300.png?1693198505599,14000,18000
54,54,Java开发工程师,"java,数据库,spring,springboot,五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,弹性工作",北京北京西城区,3-4年,本科,上海博为峰信息技术有限公司,民营,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,11000,15000
55,55,软件工程师（java）,"java,spring,mysql,springboot,jquery,开发,金融,五险一金,补充医疗保险,定期体检,交通补贴,餐饮补贴,通讯补贴,员工旅游",湖南省长沙,2年,大专,卡友支付服务有限公司,合资,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/1/239/238337/238337_120.gif?635912170297313524,6000,8000
56,56,Java软件开发工程师,"java,linux,redis,mybatis,springboot,springmvc,数据库,mysql,spring,开发,五险一金,餐饮补贴,年终奖金,专业培训,绩效奖金,补充医疗保险",江苏省南京建邺区,2年,大专,南京众桁软件科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,9000,14000
57,57,中高级Java开发工程师,"java,mysql,spring,springboot,mybatis,redis,maven,springcloud,svn,git,包吃,五险,专业培训,带薪年假,节日福利,绩效奖金,餐饮补贴,弹性工作",云南省昆明官渡区,5-7年,大专,云南东翔商务有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4197/4196873/176846673839208001208_300.png?1673318413744,12000,20000
58,58,全栈工程师,"java,mysql,数据库,spring,springboot,redis,git,五险一金,绩效奖金,年终奖金,免费班车",上海上海奉贤区,3-4年,本科,上海尤顺生态科技有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6589/6588627/1652434995128_300.jpeg?1652435020936,15000,25000
59,59,高级Java开发工程师,"java,spring,springboot,nosql,sql,springcloud,五险一金,专业培训,年终奖金,绩效奖金,弹性工作,员工旅游,周末双休",广东省东莞松山湖区,5-7年,本科,湖南拓维云创科技有限责任公司,民营,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,20000
60,60,高级Java开发工程师,"java,mysql,spring,linux,springboot,mybatis,html,javascript,金蝶ERP,MES,五险一金,周末双休,餐饮补贴,绩效奖金,年终奖金",深圳深圳宝安区石岩,8-9年,本科,深圳市恒天伟焱科技股份有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3757/3756738/3756738_120.gif?636488218228773083,19500,23833
61,61,Java开发工程师,"java,mysql,oracle,spring,jquery,linux,springboot,mybatis,css,springmvc,五险一金,餐饮补贴,生日福利,节日福利",山西省太原晋源区,3-4年,本科,浙江深大智能科技有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3884/3883723/176364602007653042092_300.png?1673270188960,8000,12000
62,62,Java高级研发工程师,"java,mysql,oracle,数据库,spring,linux,springboot,mybatis,html,redis,五险一金,餐饮补贴,年终奖金",浙江省杭州萧山区,5-7年,本科,杭州大智互联通信技术有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6005/6004256/219172539926857257018_300.png?1677550979137,15000,18000
63,63,Java软件开发工程师,"java,数据库,spring,jquery,springboot,mybatis,css,html,vue,springcloud,五险一金,带薪年假,绩效奖金,通讯补贴",深圳深圳,5-7年,本科,比亚迪股份有限公司,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/1/194/193864/193864_300.png?637842356525116802,13000,18000
64,64,java开发工程师,"java,mysql,spring,linux,springboot,springmvc,maven,springcloud,svn,git,专业培训,单项工伤险",福建省福州闽侯县,3-4年,本科,电信科学技术第五研究所有限公司,国企,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3314/3313825/3313825_300.jpg?637461291983234620,10833,16250
65,65,高级JAVA开发工程师（重庆）,"mysql,spring,jquery,linux,springboot,mybatis,css,springmvc,javascript,ajax,年终奖金,周末双休,五险一金",重庆重庆渝北区,3-4年,本科,重庆泓宝科技股份有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3806/3805332/3805332_300.png?637714456771020500,8000,15000
66,66,Java开发工程师,"Java,Spring,SpringBoot,SpringCloud,Mybatis,Mysql,Redis,HTML,Vue,AntDesign,五险一金,年终奖金,专业培训",广东省广州黄埔区,3-4年,本科,广东职教未来科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_edu.png,6500,8667
67,67,Java中级工程师,"java,mysql,spring,linux,springboot,mybatis,springmvc,sql,开发,eclipse,五险一金,交通补贴,通讯补贴,员工旅游,专业培训,年终奖金",上海上海,5-7年,本科,上海思深宇维信息科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,18000
68,68,Java高级开发工程师,"计算机,java,spring,springboot,mybatis,springmvc,redis,sql,erp,springcloud,五险一金,专业培训,绩效奖金,周末双休,带薪年假",深圳深圳南山区,3-4年,本科,深圳市远望谷信息技术股份有限公司,已上市,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2007/2006612/2006612_120.gif?636174988926164093,13000,20000
69,69,Java开发工程师,"java,mysql,oracle,数据库,spring,springboot,mybatis,springmvc,redis,springcloud,五险一金,年度体检,周末双休",湖南省长沙岳麓区,5-7年,大专,上海西信信息科技股份有限公司,已上市,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,10000,15000
70,70,Java高级开发工程师,"java,mysql,数据库,spring,jquery,springboot,mybatis,css,html,springmvc,五险一金,绩效奖金,定期体检,免费班车,薪资可议",深圳深圳,5-7年,本科,比亚迪股份有限公司,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/1/194/193864/193864_300.png?637842356525116802,15000,20000
71,71,Java-本科-保险-现场笔试面试-本科,"java,oracle,spring,springboot,mybatis,maven,springcloud,保险,五险一金,五险一金,做五休二",北京北京朝阳区,3-4年,本科,上海复深蓝软件股份有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/103/102233/102233_120.gif?635700457649486530,15000,20000
72,72,Java开发工程师,"Javascript,Spring,tomcat,MySQL,springboot,springcloud,五险一金,餐饮补贴,绩效奖金,补充医疗保险,免费班车,交通补贴,定期体检,出国机会,专业培训,年终奖金",江苏省无锡新吴区高新区,3-4年,大专,恩梯梯数据（中国）信息技术有限公司,合资,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3553/3552301/325741177453759058485_300.png?1687317811396,9000,18000
73,73,Java开发工程师（数字技术）,"java,mysql,oracle,spring,jquery,springboot,mybatis,css,springmvc,项目管理,五险一金,免费班车,定期体检,年终奖金",浙江省湖州吴兴区,3-4年,本科,浙江大学湖州研究院,事业单位,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6249/6248423/6248423_300.jpg?637732721258075978,12000,18000
74,74,Java数据挖掘分析应用研发工程师,"java,spring,springboot,springcloud,微服务框架,大数据挖掘,五险一金,商业意外保险,企业年金,绩效奖金,年终奖金,定期体检,专业培训,餐饮补贴,周末双休,年底双薪",四川省成都锦江区春熙路,5-7年,本科,电信科学技术第五研究所有限公司,国企,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3314/3313825/3313825_300.jpg?637461291983234620,10833,16250
75,75,Java开发,"java,springboot,英文,Devops,数据库设计,selenium,spring,五险一金,年终奖金,绩效奖金,股票期权,专业培训,餐饮补贴,五险一金,年终奖金,绩效奖金,股票期权,专业培训,餐饮补贴",广东省广州黄埔区,5-7年,本科,中电金信软件有限公司,国企,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/8/7582/7581149/275315288567017059043_300.png?1683165253935,15000,25000
76,76,科伦总部-费控开发工程师(J11493),"费控,Aurora,SQL,pl/sql,spring,springboot,五险一金,定期体检,年终奖金,绩效奖金",四川省成都,3-4年,本科,四川科伦药业股份有限公司,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/3/2228/2227291/2227291_120.gif?635700458018899266,8000,15000
77,77,Java开发,"java,mysql,oracle,spring,jquery,springboot,mybatis,css,html,springmvc,五险一金,员工旅游,年终奖金,定期体检,带薪年假,周末双休",深圳深圳大鹏新区,3-4年,大专,深圳市创世纪科技发展有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,15000
78,78,Java中级软件工程师,"java,spring,jquery,springboot,mybatis,开发,金融,springmvc,五险一金,补充医疗保险,定期体检,交通补贴,餐饮补贴,通讯补贴,员工旅游",湖南省长沙,3-4年,大专,卡友支付服务有限公司,合资,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/1/239/238337/238337_120.gif?635912170297313524,8000,10000
79,79,中/高级Java开发工程师（公司直招 双休）,"计算机,java,mysql,spring,linux,springboot,mybatis,css,html,springmvc,五险一金,员工旅游,通讯补贴,专业培训,年终奖金,定期体检,节日福利,绩效奖金",湖北省武汉东湖新技术产业开发区,5-7年,本科,诺姆四达集团（总部）,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_accounting.png,13000,26000
80,80,Java高级工程师,"java,mysql,spring,jquery,linux,springboot,mybatis,五险一金,弹性工作",四川省成都高新区,5-7年,本科,成都卡莱博尔信息技术股份有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,14000,18000
