,index,jobName,tags,area,workYear,degree,companyName,companyType,companySize,logo,min_salary,max_salary
3685,3685,项目组长/PL/TL（对日项目）,"软件,计算机,java项目,运维项目,.net项目,PL,补充医疗保险,定期体检,年终奖金,员工旅游,交通补贴,补充公积金,绩效奖金,六险一金",辽宁省大连高新园区,5-7年,大专,大连隆基信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,14000,20000
3686,3686,开发工程师,"计算机,mysql,数据库,开发,sqlserver,c/s,sql优化,.net项目开发,webservice,五险一金,员工旅游,餐饮补贴,绩效奖金,年终奖金,定期体检",辽宁省大连金州区,2年,本科,厦门恒坤新材料科技股份有限公司,已上市,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5282/5281777/5281777_300.png?637668662000245314,6000,10000
3687,3687,程序员（对日开发）,"五险一金,员工旅游,交通补贴,餐饮补贴,专业培训,年终奖金,弹性工作,定期体检,出国机会",辽宁省大连高新园区,1年,大专,大连思派电子有限公司,合资,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/1/456/455021/1177311636526492473_300.png?1697099714730,5000,6000
3688,3688,大手ソフトウェア開発エンジニア,"java,react,cobol,net,python,php,sql,oracle,dba,日语,五险一金,年终奖金,绩效奖金,餐饮补贴,通讯补贴,交通补贴,专业培训,定期体检",辽宁省大连高新园区,1年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,35000
3689,3689,初/中/高级MES开发工程师（可培养）,"mes开发,mes,工业软件,企业软件,软件系统,开发,软件开发,六险一金,免费健康体检,团队活动,补充公积金,员工旅游,专业培训,出国机会,弹性工作,定期体检,年终奖金",辽宁省大连甘井子区,1年,大专,大连隆基信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,15000
3690,3690,对日项目PM,"日语,日语流利,基本设计,angular,n1,前后端开发,python,系统设计,vue,java,五险一金,补充医疗保险,免费班车,出国机会,年终奖金,定期体检",辽宁省大连高新园区,10年以上,本科,信华信（大连）软件服务股份有限公司,合资,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/8/7635/7634159/230823175421613704346_300.png?1677825945595,15000,20000
3691,3691,对日软件开发工程师,"java,开发,软件开发,c++,日语,.net,c#,vb.net,android,ios",辽宁省大连高新园区,0年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,30000
3692,3692,对日/欧美自动化测试工程师,"自动化测试,python,ruby,java",辽宁省大连,3-4年,本科,大连隆基信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,25000
3693,3693,软件开发工程师,"系统开发,计算机软件,c#,asp.net,汽车零部件,智能制造,五险一金,免费班车,交通补贴,年终奖金,节日福利,免费住宿",辽宁省大连金州区,3-4年,本科,大连河野智能装备有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,8000,15000
3694,3694,日语软件开发工程师,"java,开发,日语,cobol,.net,日语口语,android,ios,css,js,五险一金,补充医疗保险,通讯补贴,专业培训,定期体检,出国机会,带薪年假,住房补贴,员工旅游,交通补贴",辽宁省大连高新园区,3-4年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3695,3695,英语二线/IT运维工程师/运维开发工程师,"it,技术支持,二线,开发,运维,数据库,脚本,linux,Python,java,补充医疗保险,定期体检,年终奖金,员工旅游,交通补贴,补充公积金,绩效奖金,六险一金",辽宁省大连高新园区,3-4年,大专,大连隆基信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,13000,18000
3696,3696,对日软件工程师,".net,c#,javascript,数据库,五险一金,员工旅游,交通补贴,专业培训,定期体检,出国机会",辽宁省大连高新园区,2年,本科,天津池边树科技有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,30000
3697,3697,大数据开发工程师(001290),"计算机,java,mysql,linux,redis,研发,kafka,zookeeper,hadoop,编程语言,专业培训,年终奖金,定期体检,五险一金,补充医疗保险,绩效奖金,企业年金",辽宁省大连,5-7年,本科,东软教育科技集团有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5153/5152260/54493386841013583137_300.png?1660192971926,12000,18000
3698,3698,对日软件工程师,"java,c++,php,cobol,ios,android,.net,web,开发,sap,五险一金,交通补贴,员工旅游,定期体检",辽宁省大连高新园区,1年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3699,3699,项目经理/主管,"java,vue,日语,软件行业,angular,前后端开发,n1证书,系统设计,python,五险一金,补充医疗保险,免费班车,出国机会,年终奖金,定期体检",辽宁省大连高新园区,10年以上,本科,信华信（大连）软件服务股份有限公司,合资,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/8/7635/7634159/230823175421613704346_300.png?1677825945595,17000,20000
3700,3700,对日运维项目经理（N1必须）,"五险一金,补充医疗保险,交通补贴,员工旅游,餐饮补贴,年终奖金,绩效奖金,专业培训,出国机会,定期体检",辽宁省大连大连软件园,5-7年,本科,大连共兴达信息技术有限公司,外资（非欧美）,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3372/3371318/3371318_120.gif?635911518738349874,13000,21667
3701,3701,Technology-日语Cobol资深开发工程师,"Cobol,日语,五险一金,补充医疗保险,补充公积金,出国机会,年终奖金,弹性工作,周末双休,五险一金,补充医疗保险,补充公积金,出国机会,年终奖金,弹性工作,周末双休",辽宁省大连高新园区,10年以上,本科,埃森哲（中国）有限公司,外资（欧美）,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/1/526/525720/21591448016526634908_300.jpeg?1656902741712,16250,24916
3702,3702,日语bse,"软件,日语,it行业,日语流利,BSE,五险一金,补充医疗保险,免费班车,年终奖金,定期体检",辽宁省大连高新园区,3-4年,本科,信华信（大连）软件服务股份有限公司,合资,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/8/7635/7634159/230823175421613704346_300.png?1677825945595,8000,10000
3703,3703,应用技术架构师,五险一金,辽宁省大连,8-9年,本科,上海倍通医药科技咨询有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/279/278561/278561_120.gif?636380526519641614,43333,59583
3704,3704,设备软件系统调试主管（大连）(J10795),"java,团队管理,c++,系统测试,自动化设备,半导体,mcp,mcs,mes系统,无尘车间,五险一金,定期体检,交通补贴,年终奖金,补充医疗保险,弹性工作,员工旅游",辽宁省大连,5-7年,大专,善诚科技发展（上海）有限公司大连分公司,外资（非欧美）,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,8000,14000
3705,3705,salesforce开发工程师/顾问,"交通补贴,出国机会,五险一金",辽宁省大连高新园区,1年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3706,3706,软件工程师类教师,"节日福利,定期体检,年终奖金,提供宿舍,寒暑假",辽宁省大连沙河口区,2年,硕士,大连东软信息学院,民营,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/5/4397/4396139/4396139_120.gif?636287149993340341,7000,14000
3707,3707,对日PM/PMO高级工程师,"日语,软件项目管理,英语沟通,日语n1,java,.net,cobol,C/C++,PMP,五险一金,出国机会",辽宁省大连,0年,,杭州优灿科技有限公司,合资,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,30000
3708,3708,软件开发,"五险一金,年终奖金,做五休二,周末双休,补充医疗保险,交通补贴,餐饮补贴,通讯补贴,定期体检",辽宁省大连中山区,10年以上,本科,大连景泰蓝服装有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6582/6581214/357385372095940721706_300.png?1690185880316,12000,16000
3709,3709,软件开发工程师(J10246),"市内通勤班车,周末大小休,五险一金,免费班车,节日福利,带薪年假",辽宁省大连甘井子区,5-7年,本科,大连连城数控机器股份有限公司,已上市,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3948/3947941/3947941_300.png?637444055250223003,8000,16000
3710,3710,IT培训老师,IT培训讲师,辽宁省大连高新园区,5-7年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,25000
3711,3711,Technology-日语数据资深开发/架构工程师,"数据开发,日语,BI,ETL,云架构,数据架构,五险一金,补充医疗保险,弹性工作,年终奖金,补充公积金,周末双休,五险一金,补充医疗保险,弹性工作,年终奖金,补充公积金,周末双休",辽宁省大连,5-7年,本科,埃森哲（中国）有限公司,外资（欧美）,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/1/526/525720/21591448016526634908_300.jpeg?1656902741712,8000,15000
3712,3712,MES系统软件开发工程师,"mes,wms,mes系统,制造业,数据库,免费班车,五险一金,交通补贴,父母关怀",辽宁省大连金州区大连开发区,3-4年,大专,大连光洋自动化系统有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,8000,15000
3713,3713,程序员PG（残疾人）,"软件开发,周末双休,带薪年假,五险一金,包住宿,免费班车,绩效奖金,节日福利,加班补贴",辽宁省大连金州区大连开发区,2年,大专,骊住通世泰建材（大连）有限公司,外资（非欧美）,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_build.png,4000,6000
3714,3714,报表开发工程师（可实习）,"年终奖金,五险一金",辽宁省大连高新园区,0年,大专,汉恩（大连）网络科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,3000,5000
3715,3715,SAP ABAP 开发顾问,"做五休二,五险一金,年终奖金,周末双休,带薪年假,专业培训,弹性工作",辽宁省大连高新园区,3-4年,大专,大连思泰克科技有限公司,外资（非欧美）,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,15000
3716,3716,大数据开发工程师(001287),"大数据,五险一金,补充医疗保险,专业培训,年终奖金,定期体检,周末双休,节日福利,带薪年假",辽宁省大连沙河口区,3-4年,本科,东软教育科技集团有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5153/5152260/54493386841013583137_300.png?1660192971926,12000,18000
3717,3717,(D).net开发工程师,"C#,ASP.net,日语",辽宁省大连,1年,大专,杭州优灿科技有限公司,合资,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,20000
3718,3718,大连-高级软件工程师（对日）,"java,五险一金,年终奖金,带薪年假,定期体检,员工旅游,节日福利,补充医疗保险,专业培训,出国机会",辽宁省大连高新园区,5-7年,大专,北京北方新宇信息技术有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/115/114144/114144_120.gif?635700457661342682,10833,14083
3719,3719,全栈工程师,"全栈,java,vue框架,前端,aws,五险一金,发展空间大",辽宁省大连高新园区,3-4年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,12000,20000
3720,3720,软件开发主管/经理,"java,项目管理,leader,日语n2,五险一金,补充医疗保险,免费班车,专业培训,出国机会,年终奖金,定期体检",辽宁省大连高新园区,5-7年,本科,信华信（大连）软件服务股份有限公司,合资,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/8/7635/7634159/230823175421613704346_300.png?1677825945595,13000,20000
3721,3721,cobol软件工程师,"cobol,java,日语,软件,软件工程师,开发,软件开发,五险一金,带薪年假,加班补贴,节日礼品",辽宁省大连沙河口区,2年,大专,默克软件（大连）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7000,12000
3722,3722,高级软件工程师 业绩补贴多(149262) 日语必须,"c#,数据库,java,sqlserver,jquery,数据库设计,系统测试,编码,前端,javascript,五险一金,交通补贴,餐饮补贴,加班补贴,国家法定休假,带薪休假",辽宁省大连,3-4年,大专,上海艾杰飞人才管理咨询有限公司,外资（非欧美）,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/2/1988/1987073/1987073_300.png?637461558986581180,7000,11000
3723,3723,对日项目开发工程师,"java,linux,测试,sql,开发,调试,maven,git,软件开发,mysql数据库,五险一金,年终奖金,绩效奖金,餐饮补贴,通讯补贴,交通补贴,专业培训,定期体检",辽宁省大连高新园区,3-4年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,35000
3724,3724,对日软件开发,"java,c++,cobol,日语,.net,php,嵌入式,架构师,n2,oracle,五险一金,补充医疗保险,免费班车,专业培训,出国机会,年终奖金,定期体检",辽宁省大连高新园区,2年,本科,信华信（大连）软件服务股份有限公司,合资,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/8/7635/7634159/230823175421613704346_300.png?1677825945595,8000,13000
3725,3725,cobol软件开发工程师（对日）,"cobol,java,日语,软件开发,工程师,大连,IT,计算机,软件,五险一金,带薪年假,加班补贴,节日福利,员工聚餐",辽宁省大连高新园区,3-4年,大专,默克软件（大连）有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
3726,3726,大连本社对日开发组长SL,"日语,java,项目管理,五险一金,年终奖金,带薪年假,弹性工作,定期体检,员工旅游,节日福利",辽宁省大连高新园区,5-7年,大专,北京北方新宇信息技术有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/115/114144/114144_120.gif?635700457661342682,12000,16000
3727,3727,对日项目ソフト开発,"java,c#,c++,sql,spring,oracle,五险一金,年终奖金,绩效奖金,餐饮补贴,通讯补贴,交通补贴,专业培训,定期体检",辽宁省大连高新园区,3-4年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,30000
3728,3728,对日软件工程师,"java,.net,cobol,c/c++,日语n2,五险一金,周末双休,法定节假日",辽宁省大连高新园区,3-4年,本科,大连一元氢能源科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_newenergy.png,30000,60000
3729,3729,对日软件开发PL/BSE,"软件工程师,java,.net,对日,详细设计,日语2级,项目管理,数据库,五险一金,员工旅游,交通补贴,餐饮补贴,专业培训,出国机会,绩效奖金,年终奖金,定期体检,补充医疗保险",辽宁省大连沙河口区,5-7年,大专,大连共兴达信息技术有限公司,外资（非欧美）,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/4/3372/3371318/3371318_120.gif?635911518738349874,10833,16250
3730,3730,高级软件工程师,"计算机,java,sap,android,.net,大数据,php,ios,cobol,aws,五险一金,补充医疗保险,补充公积金,餐饮补贴,通讯补贴,专业培训,年终奖金,定期体检",辽宁省大连高新园区,5-7年,本科,海南钦诚软件技术有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3731,3731,日语IT工程师（出差）,"java,.net,c#,abap,五险一金,补充医疗保险,通讯补贴,出国机会,弹性工作,定期体检,年终奖金,绩效奖金,员工旅游,专业培训",辽宁省大连高新园区,8-9年,本科,米斯特奥福（大连）咨询服务有限公司,民营,少于50人,https://img01.51jobcdn.com/fansImg/CompLogo/5/4009/4008317/4008317_300.png?637048539159381438,23000,30000
3732,3732,BSE （软件高级工程师） (151333)日语 日语必须,"系统开发,bse,c#,java,oracle,sql,php,计算机,软件,对日项目,国家法定休假,五险一金,带薪休假,加班补贴",辽宁省大连,5-7年,大专,上海艾杰飞人才管理咨询有限公司,外资（非欧美）,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/2/1988/1987073/1987073_300.png?637461558986581180,15000,22000
3733,3733,日语软件开发工程师,"java,开发,日语,cobol,.net,日语口语,android,ios,css,js,五险一金,补充医疗保险,通讯补贴,专业培训,定期体检,出国机会,带薪年假,住房补贴,员工旅游,交通补贴",辽宁省大连高新园区,3-4年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3734,3734,对日软件开发组长（日语精通）,"java,管理,日语一级,业务沟通,五险一金,年终奖金,带薪年假,定期体检,员工旅游,节日福利,补充医疗保险,专业培训,出国机会",辽宁省大连高新园区,1年,大专,北京北方新宇信息技术有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/115/114144/114144_120.gif?635700457661342682,13000,16250
3735,3735,日语DevOps Engineer,"K8s,java,五险一金,员工旅游,定期体检,年终奖金,绩效奖金,补充医疗保险,专业培训",辽宁省大连沙河口区,5-7年,本科,大连隆基信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,17500,35000
3736,3736,系统运维工程师 (153013) 日语必须,"java,管理,数据库,五险一金,国家法定休假,五险一金",辽宁省大连,3-4年,本科,上海艾杰飞人才管理咨询有限公司,外资（非欧美）,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/2/1988/1987073/1987073_300.png?637461558986581180,15000,20000
3737,3737,日企软件开发工程师(日语）,"java,管理,linux,项目管理,sql,eclipse,软件开发,软件测试,shell,编程语言,五险一金,年终奖金,绩效奖金,餐饮补贴,通讯补贴,交通补贴,专业培训,定期体检",辽宁省大连高新园区,2年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,18000,35000
3738,3738,软件开发工程师,"五险一金,免费班车,餐饮补贴,年终奖金,定期体检",辽宁省大连大连开发区,3-4年,本科,尼得科电机（大连）有限公司,外资（非欧美）,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2586/2585820/2585820_300.png?636930944875367839,7000,14000
3739,3739,对日软件开发工程师,"java,sql,web,.net,php,cobol,c#,c++,软件开发,日语,五险一金,交通补贴,员工旅游,定期体检",辽宁省大连高新园区,1年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3740,3740,企业ERP软件编程工程师,"活字格,jsp,javascript,sql,五险一金,绩效奖金,双休",辽宁省大连沙河口区,3-4年,本科,大连铂生高科技集团有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/7/6883/6882736/6882736_300.jpg?637768940497282466,6000,8000
3741,3741,日语ABAP开发,"数据库,java,.net,javascript,日语ABAP开发,日语技术开发,日语软件开发,ERP技术开发,五险一金,补充医疗保险,补充公积金,员工旅游,年终奖金,交通补贴,通讯补贴",辽宁省大连高新园区,2年,大专,深圳市凯格玛电器实业有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_electrical.png,12000,22000
3742,3742,日语软件开发工程师,"java,c++,软件开发,c#,运维,日语,.net,php,cobol,听说读写,五险一金,年终奖金,绩效奖金,餐饮补贴,通讯补贴,交通补贴,专业培训,定期体检",辽宁省大连高新园区,2年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,35000
3743,3743,企业IT-开发及运维方向,"应用运维,Java,.NET,数据库,容器,阿里云,ITIL,五险一金,专业培训,弹性工作,定期体检,带薪年假,补充医疗保险,年终奖金",辽宁省大连中山区,3-4年,本科,安永华明会计师事务所（特殊普通合伙）上海分所,合资,,https://img01.51jobcdn.com/fansImg/CompLogo/4/3045/3044624/3044624_120.gif?635700457592233796,8000,16000
3744,3744,对日开发PL,"五险一金,补充医疗保险,员工旅游,交通补贴,通讯补贴,专业培训,年终奖金",辽宁省大连高新园区,5-7年,本科,松下信息系统（上海）有限公司,外资（非欧美）,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,15000
3745,3745,对日软件开发实习生（24届）,"计算机,java,mysql,oracle,数据库,测试,sqlserver,c#,研发,五险一金,年终奖金,带薪年假,定期体检,员工旅游,节日福利,补充医疗保险,专业培训,出国机会",辽宁省大连高新园区,0年,本科,北京北方新宇信息技术有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/115/114144/114144_120.gif?635700457661342682,5417,6500
3746,3746,初级软件开发工程师,"员工旅游,交通补贴,出国机会,双休,健康保险,厚生年金,奖金,加班补助",辽宁省大连高新园区,1年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3747,3747,对日软件工程师,"五险一金,年终奖金,定期体检,双休",江苏省无锡新吴区,2年,本科,贝斯（无锡）信息系统有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,7000,13000
3748,3748,大数据架构开发工程师,"java,linux,c++,bug,数据结构,kafka,spark,机器学习,脚本语言,flink,年节福利,高温补贴,带薪年假,五险一金",辽宁省大连,3-4年,本科,浙江晨阳新材料有限公司,合资,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_newenergy.png,20833,29167
3749,3749,高级软件工程师(149822) 日语必须,"b/s开发,sqlserver,erp,.net,数据库分析,测试维护,c#,vb.net,代码设计,数据库,国家法定休假,五险一金,带薪休假",辽宁省大连,5-7年,本科,上海艾杰飞人才管理咨询有限公司,外资（非欧美）,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/2/1988/1987073/1987073_300.png?637461558986581180,10000,20000
3750,3750,软件工程师,"员工旅游,交通补贴,出国机会,双休,健康保险,厚生年金,奖金,加班补助",辽宁省大连高新园区,1年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,20000,40000
3751,3751,智能家居Web端开发工程师,"java,智能家居,软件开发,软件工程师,开发,web,前端,前端开发,工程师,八险一金,绩效奖金,年终奖金,补充医疗保险,出国机会,员工旅游,透明上升空间,弹性工作,专业培训,定期体检",辽宁省大连高新园区,5-7年,本科,松下电器软件开发（大连）有限公司,外资（非欧美）,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,12500,16667
3752,3752,软件工程师,"五险一金,交通补贴,餐饮补贴,通讯补贴",上海上海浦东新区,2年,本科,铭乐（上海）信息科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5946/5945232/52890823670193204994_300.png?1690615696238,10000,12000
3753,3753,软件开发PL,"五险一金,补充医疗保险,员工旅游,交通补贴,通讯补贴,专业培训,年终奖金",辽宁省大连高新园区,5-7年,本科,松下信息系统（上海）有限公司,外资（非欧美）,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,15000
3754,3754,ERP开发\实施\运维工程师,"开发,软件开发,sap,编程,解决方案,日语,软件设计,软件系统,设计文档,go,五险一金,年终奖金,绩效奖金,餐饮补贴,通讯补贴,交通补贴,专业培训,定期体检",辽宁省大连高新园区,3-4年,大专,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,22000,40000
3755,3755,对日RPA(UIPATH)中级工程师,"日语n2,UIPATH,.net,五险一金,出国机会",辽宁省大连,0年,,杭州优灿科技有限公司,合资,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,16000
3756,3756,开发工程师,"数据分析,vue,医药行业,前端开发,oracle数据库,react,angular,数据收集,数据支持,报告撰写,五险一金",辽宁省大连沙河口区,1年,大专,大连如是云科技技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5000,5000
3757,3757,对日软件开发,"vb.net,日语2级,软件开发,sqlserver,winform,oracle,定期体检,出国机会,五险一金,员工旅游,交通补贴,餐饮补贴,弹性工作,年终奖金,定期体检,出国机会,五险一金,员工旅游,交通补贴,餐饮补贴,弹性工作,年终奖金,双休",吉林省长春经济技术开发区,1年,大专,得力欧系统软件（长春）有限公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,5417,8667
3758,3758,Technology-Top-V上游设计/项目管理-日语,"五险一金,补充医疗保险,定期体检,弹性工作,五险一金,补充医疗保险,定期体检,弹性工作",辽宁省大连,8-9年,大专,埃森哲（中国）有限公司,外资（欧美）,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/1/526/525720/21591448016526634908_300.jpeg?1656902741712,16250,21667
3759,3759,对日C/C++开发工程师（大手案件）,"java,linux,sqlserver,c++,数据结构,文档编写,单元测试,bug修复,vs,vc,交通补贴,员工旅游,专业培训",辽宁省大连高新园区,3-4年,本科,集思迪（大连）软件科技有限责任公司,合资,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,25000,45000
3760,3760,对日sharepoint中级工程师,"sharepoint,.net,五险一金,出国机会",辽宁省大连,0年,,杭州优灿科技有限公司,合资,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,18000
3761,3761,ABAP开发工程师,"年终奖金,五险一金",辽宁省大连,3-4年,本科,嘉信商务管理咨询（大连）有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,12000,20000
3762,3762,Cobol开发工程师,"年终奖金,五险一金",辽宁省大连高新园区,0年,大专,汉恩（大连）网络科技有限公司,民营,,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4000,6000
3763,3763,ABAP开发工程师,"SAP,ABAP",辽宁省沈阳,5-7年,本科,华晨宝马汽车有限公司,合资,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/1/221/220735/220735_300.jpg?637840724149420652,12500,18750
3764,3764,软件开发助理/实习生,"计算机,java,五险一金,定期体检,周末双休,五险一金,定期体检,早九晚六,周末双休",辽宁省大连高新园区,0年,大专,大连高新园区思睿创联计算机软件开发有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,4000,6000
